C,H,O,N,F,S,System_Size,a,b,c,density,PLD,LCD,N2_SA,Probe_Accessible,Probe_Occupiable,Rosenbluth_Weight,Sample_Index
0.480527573,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,-0.205415647,-4.14E-17,-1.47E-17,-1.735881041,0,0.021428762,-0.105741055,-0.200738265,0,0.140916123,26
0.480527573,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,-0.208348479,-4.20E-17,-1.49E-17,-1.876432738,0,-0.071601475,-0.031425052,-0.282861804,0,0.128184052,27
0.480527573,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,-0.220381879,-4.44E-17,-1.58E-17,-2.465304719,0,-0.111902366,-0.105741055,-0.467311797,0,0.603936961,28
0.480527573,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,-0.211278109,-4.25E-17,-1.52E-17,-2.017986709,0,-0.04961265,-0.02579868,-0.335861659,0,0.358900721,29
0.480527573,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,-0.132388734,-2.67E-17,-9.50E-18,1.423851615,0,0.00931114,0.122278645,0.548343853,0,-1.011143864,30
0.480527573,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,-0.183141707,-3.69E-17,-1.31E-17,-0.704842281,0,-0.040739981,-0.105741055,-0.380203123,0,0.369339736,31
0.480527573,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,-0.1595869,-3.21E-17,-1.14E-17,0.319297092,0,0.053541555,-0.105741055,0.130379645,0,-0.229324159,32
0.480527573,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,-0.147901825,-2.98E-17,-1.06E-17,0.803675997,0,0.00180249,0.074769606,0.293839596,0,-0.51998098,33
0.480527573,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,-0.160275366,-3.23E-17,-1.15E-17,0.290277712,0,-0.035834694,-0.105741055,-0.030456551,0,-0.278680978,34
-0.10169485,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.033862603,6.82E-18,2.43E-18,1.420961331,0,0.097919701,0.123766038,0.50400239,0,-1.020107627,35
-0.10169485,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.041030127,8.26E-18,2.94E-18,1.671763362,0,0.044988258,0.119802315,0.670610847,0,-0.979105227,36
-0.10169485,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,-0.000502375,-1.01E-19,-3.60E-20,0.156928416,0,-0.013723186,0.056282072,-0.050921842,0,-0.191015699,37
-0.10169485,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.001020079,2.05E-19,7.32E-20,0.215176955,0,0.032854127,0.038832124,0.128543016,0,-0.183254588,38
-0.10169485,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.009754176,1.96E-18,7.00E-19,0.54520539,0,0.018709263,-0.105741055,0.15530532,0,-0.445079843,39
-0.489843132,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.129078776,2.60E-17,9.26E-18,1.434573634,0,0.06049287,0.097896171,0.533650824,0,-1.065150935,40
-0.489843132,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.074989853,1.51E-17,5.38E-18,-0.486346162,0,0.024714703,-0.105741055,-0.167941325,0,0.241986957,41
-0.489843132,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.095650966,1.93E-17,6.86E-18,0.275663132,0,-0.019187801,0.045742319,0.028315566,0,-0.36426166,42
-0.489843132,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.110843129,2.23E-17,7.95E-18,0.813302506,0,-0.011633323,0.06310753,0.202270538,0,-0.707610654,43
-0.489843132,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.101430883,2.04E-17,7.28E-18,0.482411647,0,0.03514495,0.065014623,0.098107456,0,-0.521969364,44
-0.295768991,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.14999037,3.02E-17,1.08E-17,3.563757014,0,0.015693165,0.156201567,0.590848688,0,-0.708973659,45
-0.295768991,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.125114134,2.52E-17,8.98E-18,2.811024597,0,0.012266039,0.107508396,0.27599806,0,-0.159602441,46
-0.295768991,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.163715939,3.30E-17,1.17E-17,3.961520645,0,0.120291659,0.171292821,0.825937156,0,-1.009091339,47
-0.295768991,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.144295133,2.91E-17,1.04E-17,3.395118287,0,0.0266019,0.140047605,0.450477783,0,-0.660530855,48
-0.295768991,0.029020197,-0.101190296,0.151559362,0.104571367,-0.385122831,0,0.16930337,3.41E-17,1.21E-17,4.12002007,0,0.075686366,0.192096382,0.861095476,0,-1.093661794,49
-0.10169485,0.029020197,-0.101190296,0.151559362,0.104571367,0.521759816,0,0.164526088,3.31E-17,1.18E-17,1.625542133,0,0.04197159,0.07701864,0.159503328,0,0.177556906,50
-0.10169485,0.029020197,-0.101190296,0.151559362,0.104571367,0.521759816,0,0.149917076,3.02E-17,1.08E-17,1.14444976,0,0.039357126,0.055610951,0.026478938,0,0.528715117,51
-0.10169485,0.029020197,-0.101190296,0.151559362,0.104571367,0.521759816,0,0.159954101,3.22E-17,1.15E-17,1.476645908,0,-0.01408497,0.050558202,0.10545397,0,0.280904761,52
-0.10169485,0.029020197,-0.101190296,0.151559362,0.104571367,0.521759816,0,0.168539475,3.39E-17,1.21E-17,1.754998869,0,0.019218493,0.08467632,0.269176297,0,0.1536963,53
