C,H,O,N,F,S,System_Size,a,b,c,density,PLD,LCD,N2_SA,Probe_Accessible,Probe_Occupiable,Rosenbluth_Weight,Sample_Index
-0.16727323,0.005095215,0.016300474,0.023412372,0.091066915,-0.060408805,-0.108385973,-0.050028878,0.027482308,0.083436003,0.450808194,0.083074225,-0.053204482,0.121653846,0.149709729,0.087666495,-0.233727039,40
-0.131557389,0.005095215,0.000153141,0.019352227,0.084516047,-0.035752671,-0.08666253,-0.024401218,-0.021529062,-0.055247436,-0.559632907,-0.044936294,-0.045580023,-0.213391602,0.175794298,-0.028778904,-0.017218578,41
-0.177436102,0.005845353,0.014790997,0.023970934,0.095620616,-0.050198343,-0.096666346,-0.025959394,-0.057915742,-0.043913084,-0.261486596,-0.05132798,0.019663666,-0.209384881,0.303697313,-0.045360058,-0.019340696,42
-0.169240709,0.005845353,0.016077699,0.028611389,0.086016147,-0.062275027,-0.09170541,-0.036112266,0.042510675,-0.049370821,-0.104834702,0.007134775,0.037859241,0.119653376,0.422281982,-0.01750089,-0.12338664,43
-0.169043915,0.005095215,0.015013772,0.02449325,0.092976877,-0.067737233,-0.13555818,-0.04615968,-0.06481181,-0.088657349,-0.32857968,-0.027247995,-0.051985193,0.088095481,0.345854362,-0.04195726,-0.142247398,44
0.057624477,0.00559966,0.022900714,0.026650842,0.107340934,0.053315629,0.117764862,0.115822457,0.211844966,0.160610264,1.460585461,0.138224054,0.015813924,0.430974904,0.262961857,0.099097651,-0.048005918,45
0.039833878,0.005095215,0.019114154,0.02771003,0.111566217,0.027648132,0.116053671,-0.011702385,0.113260624,-0.008800929,1.357074641,0.096077051,0.03699296,0.273777156,0.35680492,0.150345851,0.122553936,46
0.056461698,0.00559966,0.022900714,0.023412372,0.102137297,0.053315629,0.120141049,0.121266262,0.214676456,0.152097058,1.413096047,0.122248646,0.105461729,0.472134391,0.264736985,0.108026267,-0.036479443,47
0.039633005,0.005095215,0.019114154,0.023412372,0.102825066,0.053315629,0.116175113,0.108815872,0.163540081,0.094815258,1.341722914,0.121534601,-0.067024492,0.298392962,0.222012083,0.071419369,-0.092372998,48
0.069723655,0.00559966,0.022900714,0.022915518,0.101355647,0.053315629,0.121709007,0.122206998,0.278198593,0.187356136,1.404872906,0.132052322,0.122305429,0.471955634,0.301701657,0.205396783,-0.027457501,49
0.068353129,0.00559966,0.026138986,0.022479871,0.101444952,0.24166213,0.10844519,0.088160761,0.204326982,0.146847936,1.093742607,0.127977293,-0.033953194,0.23759339,0.432042892,-0.015192441,-0.008843595,50
0.073498418,0.021505421,0.029859308,0.025638003,0.085749663,0.296202737,0.103761445,0.112701243,0.171194675,0.152702603,0.824022428,0.027278422,0.0384735,0.241044832,0.526303484,0.047647757,0.210138068,51
0.079536633,0.006349798,0.025916212,0.025681917,0.106365724,0.286873824,0.107737861,0.043458039,0.195523281,0.165728114,0.920071388,0.132976983,0.017693682,0.098588081,0.476545755,-0.012635509,0.01259125,52
0.070523157,0.00559966,0.026138986,0.023806168,0.102132721,0.24166213,0.111674727,0.098693453,0.216161231,0.200195749,1.290419228,0.144243963,-0.007082962,0.244820709,0.435440137,0.019094196,0.083713292,53
0.070523157,0.00559966,0.026138986,0.024850604,0.091426967,0.24166213,0.119721037,0.095313348,0.246852715,0.196382926,1.380132859,-0.026876895,0.041337373,0.238665493,0.504317638,0.020828474,0.118719755,54
0.04644607,0.00559966,-0.038361717,-0.042486536,0.099423154,0.049656016,-0.094588886,0.033779951,0.171481109,0.047936552,-0.742139843,0.15515485,-0.095612757,0.091495924,0.306237463,-0.065700278,-0.048712172,55
0.048704407,0.021445822,0.015300602,0.035529551,0.062758073,0.04417546,0.028434069,0.032133591,0.056700245,0.002233126,-0.721309534,-0.002059237,-0.027057974,-0.172736693,-0.152881386,-0.013541989,0.126853361,56
