C,H,O,N,F,S,System_Size,a,b,c,density,PLD,LCD,N2_SA,Probe_Accessible,Probe_Occupiable,Rosenbluth_Weight,Sample_Index
-0.031208247,0.000628433,-0.013461352,0.004842799,0.113211332,-0.002269996,-0.000174569,-0.029144778,-0.062579762,-0.063648518,-0.161549245,0.044662975,0.019921963,0.033551906,0.229585732,-0.004580279,-0.052667547,43
-0.034726984,0.000943356,-0.015116967,0.006795944,0.106838727,-0.004147978,-0.005213163,-0.028026928,-0.064608308,-0.051542148,-0.490807288,0.053500973,0.019058753,0.019320601,0.188962188,-0.034076414,-0.03479823,44
0.015851379,0.000435267,-0.008769635,0.004632845,0.037871017,-0.000483159,0.050927747,0.161116085,0.065502769,0.165104396,2.403706787,0.02665967,0.035015499,0.061204383,0.111422406,-0.006221419,-0.00769619,45
0.01621857,0.000435267,-0.009274653,0.010169901,0.038695425,-0.000778041,0.060804531,-0.03366572,-0.021373454,-0.033075648,2.184915971,0.0247186,0.04157507,0.058788645,0.122281396,-0.023277608,0.048790762,46
0.017063368,0.000383468,-0.00898764,0.004730587,0.037942199,-0.000216593,0.057111891,0.196889377,0.102266624,0.189884985,2.41466587,0.029616623,0.07822705,0.061087647,0.118071893,0.003123413,-0.009856763,47
0.013220152,0.000435267,-0.008767052,0.007037698,0.037913169,-0.000902341,0.04219463,0.104065687,0.030790698,0.123323322,2.272348981,0.012466449,0.015079605,0.039579287,0.08603366,-0.007847651,-0.010750661,48
0.017952315,0.000383468,-0.008747417,0.004632374,0.037636471,0.004119882,0.062217624,0.225310723,0.14276089,0.213945267,2.492948449,0.030523085,0.070916922,0.054227411,0.119262782,0.01446386,-0.003319874,49
0.013793001,0.000303269,-0.008985931,0.003048965,0.037349233,-0.000526212,0.05830213,0.279437547,0.148057042,0.228494705,2.039942904,0.014731155,0.055328266,0.041058227,0.092804497,-0.021191091,-0.000204482,50
0.005927401,0.000359692,-0.009901257,0.003586489,0.047473257,0.000212576,0.052922881,0.257961221,0.116605846,0.186264801,1.830843463,0.034924033,0.059895991,0.037932337,0.104252676,-0.022933242,0.021538701,51
0.012318707,0.000332686,-0.009744985,0.002896263,0.040878261,0.000809884,0.054963784,0.232898094,0.107351115,0.199743778,1.973778517,0.016720345,0.023985775,0.032681407,0.101800092,-0.027885659,0.002330776,52
0.016167603,0.000355068,-0.008916506,0.003077274,0.038074681,-0.002189281,0.06089495,0.291864149,0.195390476,0.269251675,2.131263829,0.010438399,0.037024976,0.03289262,0.104711052,-0.006412301,0.018842355,53
0.016146759,0.000397923,-0.008935941,0.002650509,0.037292752,-0.003027527,0.062507245,0.287639734,0.20335229,0.269329745,2.190082708,0.008692748,0.045016057,0.045776895,0.106938064,-0.000967213,0.032963942,54
0.00086929,0.00149081,0.021573677,-0.014555151,0.09887088,0.001436708,0.012212659,0.063880095,0.034090455,0.051341138,-0.934935887,0.037006233,0.064686901,0.101306591,0.219512823,-0.01946944,-0.020096307,55
-0.001264947,0.002545366,0.043337312,-0.006083177,0.059626303,0.002978776,0.017108796,-0.007869106,-0.02312404,-0.007524774,-1.034284175,0.042855214,-0.110114694,-0.004838739,-0.062950969,0.004811722,0.034080123,56
0.001227283,0.004749436,0.01484653,-0.003036735,0.048776859,0.000123141,0.014696867,-0.01638354,-0.021201252,-0.016669543,-1.158601345,-0.021527299,0.051141566,-0.041796393,-0.15944035,0.002073188,0.0195699,57
0.001787225,0.001615759,0.020069892,-0.003170476,0.055894845,0.003607611,0.015461847,-0.000886434,-0.020748558,0.004706523,-1.025047955,0.010270684,-0.003445476,-0.043431189,-0.069910528,0.002383258,0.030270061,58
-0.000161032,0.005070989,0.013803086,-0.007343767,0.049463922,0.00046484,0.015032986,-0.023098553,-0.020194555,-0.020829741,-1.059632061,-0.01413132,0.05782344,-0.041257026,-0.148035531,0.008068443,0.016805507,59
-0.018124039,0.001505875,0.038302442,0.008295765,0.066804101,0.004887167,0.016071275,0.077239287,0.063995593,0.063251541,-1.332443935,0.066210146,0.230439836,0.010232835,0.041442661,-0.00918818,0.004708612,60
-0.010359487,0.000900199,0.011106119,0.000805156,0.036647031,0.001372846,0.001479528,0.063865886,0.041542759,0.062345775,-1.621807166,-0.002436352,0.069119408,-0.049327227,-0.410767416,-0.019215516,0.001108815,61
-0.015914877,0.000398607,0.035321472,0.010750786,0.090723358,0.008605681,0.023925066,0.076067979,0.076847084,0.060306678,-1.211936604,0.058589556,0.306949295,0.057414948,0.344693574,0.000795596,0.027455183,62
-0.012951557,0.000186287,0.037976181,0.011981429,0.087685091,0.009006889,0.02363296,0.087446475,0.098438488,0.065075419,-1.178948019,0.117900642,0.224658284,0.028692465,0.302943236,-0.00045459,0.023824062,63
-0.007827005,0.000751854,0.0163038,0.001055368,0.036371816,-0.001651601,0.005065825,0.080566396,0.102120269,0.06417242,-1.556082978,-0.013294908,0.131025926,-0.051401173,-0.383708374,-0.01847892,-0.001857969,64
-0.00703857,0.000835223,0.02350833,-0.00086123,0.110603035,0.004196092,0.005746682,-0.045247406,-0.038308884,-0.034284653,-0.349600279,-0.009068903,0.031446313,-0.024669013,0.113907736,-0.00663519,0.008614713,65
-0.000425736,0.000967138,0.04329685,0.000589187,0.105943078,0.005739248,0.010232881,-0.037861996,-0.027008829,-0.031465274,-0.3549827,-0.013235878,0.040882203,-0.025225547,0.081594743,-0.00837179,0.015213562,66
-0.011370312,0.000337426,0.00850143,-0.005672688,0.099478112,0.000353076,0.007084108,-0.0773016,-0.056754117,-0.103236956,0.43630602,0.042546026,0.04084097,0.001727364,0.175621116,-0.033841576,0.016398241,67
-0.007968578,0.004413681,0.029881613,-0.004441484,0.089354686,0.002910373,0.003164195,-0.041303585,-0.031839057,-0.040376121,-0.36107461,-0.004962881,0.017556187,-0.026999294,-0.117096322,0.001292685,0.028488674,68
-0.00842144,0.00417391,0.030265804,-0.003233025,0.088187413,0.004478512,0.002559067,-0.036022418,-0.026958291,-0.030722069,-0.280195199,-0.010473291,-0.009174546,-0.027240881,-0.109275036,0.002509416,0.03047952,69
-0.015933185,-0.002183423,-0.015984997,-0.00150413,0.035805144,-0.003939747,0.008785418,0.063422573,0.027462822,0.062621645,-1.845133477,-0.115866091,-0.25679392,-0.044605908,-0.52632681,-0.019998417,3.73E-05,70
-0.01235492,-0.000710917,-0.001763528,0.000373003,0.036971981,0.001230219,0.012146641,-0.025876731,-0.022529289,-0.023223614,-1.415244643,0.006174178,-0.032123773,-0.0333098,-0.431373962,-0.002024496,0.019769443,71
-0.013861883,-0.000794134,-0.004861465,0.000149991,0.03707272,0.000467875,0.012161879,0.020514098,-0.006114867,0.025667149,-1.627144402,-0.016307382,-0.050201477,-0.033828695,-0.466014385,-0.014365384,0.003517787,72
-0.010608206,0.000482317,-0.011122302,0.000703025,0.039194883,0.002695704,0.009254859,0.081644788,0.068405038,0.056187759,-1.516171835,0.014242387,0.080371327,-0.024546689,-0.368147068,-0.00277683,0.019360772,73
-0.009473968,0.000594912,0.006689699,0.001248597,0.037895592,-0.000512357,0.012289711,0.07777416,0.072692983,0.067005727,-1.418884422,-0.002971689,0.171675274,-0.043480918,-0.305688968,0.004051326,0.019005742,74
